,nni_counter,nni_mean,nni_min,nni_max,hr_mean,hr_min,hr_max,hr_std,nni_diff_mean,nni_diff_min,nni_diff_max,sdnn,rmssd,sdsd,nn50,pnn50,nn20,pnn20,tinn_n,tinn_m,tinn,tri_index
1383,23.0,294.9130434782609,237.0,305.0,203.95420532099888,196.72131147540983,253.16455696202533,11.356341364764575,9.272727272727273,0.0,67.0,13.727586835136231,20.097489666848716,18.25006671398587,2.0,9.090909090909092,2.0,9.090909090909092,281.25,304.6875,23.4375,1.6428571428571428
1384,42.0,191.38095238095238,179.0,206.0,313.8155244444162,291.2621359223301,335.195530726257,9.87786341522237,3.1951219512195124,0.0,8.0,6.052422941359249,3.929252395843757,2.3153780705871987,0.0,0.0,0.0,0.0,171.875,203.125,31.25,1.9090909090909092
1385,51.0,252.54901960784315,229.0,262.0,237.74325327393814,229.00763358778627,262.0087336244541,6.493679982406302,3.6,0.0,17.0,6.576667014499658,5.0990195135927845,3.647755809943916,0.0,0.0,0.0,0.0,242.1875,257.8125,15.625,1.457142857142857
1386,26.0,309.2307692307692,222.0,633.0,209.91267294924927,94.7867298578199,270.27027027027026,53.77087361045213,107.56,1.0,401.0,99.29161402346432,150.3493265698254,107.21748924499212,15.0,60.0,18.0,72.0,210.9375,234.375,23.4375,3.25
1387,34.0,283.4117647058824,276.0,290.0,211.73912461482473,206.89655172413794,217.3913043478261,2.6895216444882313,2.0606060606060606,0.0,6.0,3.5854727684451926,2.570225788926064,1.5600359358720302,0.0,0.0,0.0,0.0,265.625,289.0625,23.4375,1.619047619047619
1388,54.0,145.94444444444446,143.0,150.0,411.15987244775374,400.0,419.5804195804196,4.315134591814283,1.4150943396226414,0.0,4.0,1.5347136253873837,1.710125229884289,0.9694162054506934,0.0,0.0,0.0,0.0,132.8125,148.4375,15.625,1.0588235294117647
1389,32.0,248.65625,158.0,366.0,252.28235016745438,163.9344262295082,379.746835443038,53.82769791895784,65.06451612903226,2.0,200.0,54.226888565990826,85.17742393608236,55.879594059531826,15.0,48.38709677419355,26.0,83.87096774193549,210.9375,242.1875,31.25,6.4
1390,19.0,280.57894736842104,247.0,533.0,219.8641545064154,112.5703564727955,242.914979757085,28.83849212422716,36.27777777777778,1.0,276.0,63.0883998753369,86.39926697219909,80.68734542924498,2.0,11.11111111111111,3.0,16.666666666666664,234.375,281.25,46.875,3.8
1391,11.0,240.9090909090909,169.0,349.0,260.6447345082216,171.91977077363896,355.0295857988166,55.59646151634859,57.9,3.0,163.0,56.526904294246556,73.17854876943106,47.172143380507,5.0,50.0,8.0,80.0,195.3125,242.1875,46.875,5.5
1392,29.0,263.2758620689655,209.0,395.0,231.16259645557787,151.8987341772152,287.08133971291863,24.150885066544056,25.75,0.0,148.0,37.51085228848935,53.98644009643268,48.320400568611916,4.0,14.285714285714285,5.0,17.857142857142858,242.1875,265.625,23.4375,1.8125
1393,49.0,166.20408163265307,134.0,330.0,388.36512606175603,181.8181818181818,447.76119402985074,87.34836776201952,11.208333333333334,0.0,142.0,53.8485451644381,27.5121185419565,25.391369226681608,2.0,4.166666666666666,7.0,14.583333333333334,125.0,140.625,15.625,1.4848484848484849
1394,,,,,,,,,,,,,,,,,,,,,,
1395,32.0,245.25,229.0,255.0,244.86524069917778,235.2941176470588,262.0087336244541,7.480984817104911,4.903225806451613,0.0,20.0,7.34407814984071,6.574633560253599,4.452376434442453,0.0,0.0,0.0,0.0,218.75,250.0,31.25,2.6666666666666665
1396,20.0,384.7,255.0,770.0,191.1090553048309,77.92207792207792,235.2941176470588,68.08221819806667,136.10526315789474,0.0,513.0,212.20300608020068,235.61476139977665,197.59720385359768,7.0,36.84210526315789,7.0,36.84210526315789,242.1875,257.8125,15.625,1.6666666666666667
1397,31.0,260.93548387096774,253.0,273.0,230.00799621511982,219.78021978021977,237.15415019762847,3.9410486848012036,2.8666666666666667,0.0,8.0,4.523534634707447,3.6147844564602556,2.2396633572979194,0.0,0.0,0.0,0.0,250.0,265.625,15.625,1.3478260869565217
1398,24.0,323.7916666666667,244.0,531.0,203.23359410993967,112.99435028248588,245.9016393442623,52.160023396353964,127.17391304347827,1.0,271.0,116.34991420809853,180.798109840062,131.39795631934766,11.0,47.82608695652174,11.0,47.82608695652174,242.1875,273.4375,31.25,3.4285714285714284
1399,24.0,331.6666666666667,286.0,376.0,181.6540744653987,159.5744680851064,209.7902097902098,12.021618662528121,20.043478260869566,1.0,42.0,21.64670206162887,22.924260928772267,11.375724795568233,0.0,0.0,11.0,47.82608695652174,273.4375,375.0,101.5625,6.0
1400,23.0,316.8695652173913,315.0,319.0,189.35437768010806,188.08777429467085,190.47619047619048,0.6319728792165792,0.8181818181818182,0.0,2.0,1.0576280419404616,1.087114613009218,0.7326639999321223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1401,30.0,254.83333333333334,201.0,459.0,247.03476307423756,130.718954248366,298.5074626865672,43.45722211851037,55.44827586206897,0.0,234.0,70.89335523229208,105.6533042060454,91.52579113752448,7.0,24.137931034482758,7.0,24.137931034482758,210.9375,242.1875,31.25,2.3076923076923075
1402,27.0,301.25925925925924,269.0,323.0,199.62232773295588,185.75851393188856,223.04832713754647,9.903555340814082,14.192307692307692,1.0,52.0,14.495603027211635,19.89878233615159,14.22397758932214,1.0,3.8461538461538463,6.0,23.076923076923077,281.25,320.3125,39.0625,3.375
1403,25.0,320.76,239.0,1018.0,216.5238047111257,58.93909626719057,251.0460251046025,55.379181833386234,108.0,0.0,757.0,186.82150126078457,216.39258305219244,191.54770094973844,7.0,29.166666666666668,7.0,29.166666666666668,226.5625,273.4375,46.875,4.166666666666667
1404,28.0,274.7142857142857,143.0,430.0,223.59554582744823,139.53488372093022,419.5804195804196,41.66883207290461,27.22222222222222,1.0,287.0,39.848655484411815,65.86771254230372,61.12177840076151,3.0,11.11111111111111,3.0,11.11111111111111,250.0,289.0625,39.0625,2.5454545454545454
1405,34.0,239.0,226.0,250.0,251.2211771891002,240.0,265.4867256637168,6.7257990587495895,5.909090909090909,0.0,16.0,6.414944672521748,7.056052634999174,3.91602186826469,0.0,0.0,0.0,0.0,218.75,242.1875,23.4375,2.6153846153846154
1406,35.0,239.71428571428572,217.0,264.0,251.04669768365056,227.27272727272728,276.49769585253455,13.919392153545745,7.382352941176471,0.0,22.0,13.289915302194208,9.59626152697589,6.2231956415389895,0.0,0.0,1.0,2.941176470588235,210.9375,257.8125,46.875,5.0
1407,54.0,152.40740740740742,138.0,377.0,406.5384283276133,159.15119363395226,434.7826086956522,52.90792850248859,13.377358490566039,0.0,191.0,38.94820872598588,42.21843467509299,40.42620361896588,4.0,7.547169811320755,6.0,11.320754716981133,125.0,148.4375,23.4375,1.3846153846153846
1408,66.0,251.27272727272728,211.0,457.0,253.9238879265361,131.2910284463895,284.3601895734597,48.53116754950563,64.15384615384616,0.0,233.0,79.7095777382918,119.77710067518686,101.93475713189521,18.0,27.692307692307693,18.0,27.692307692307693,203.125,226.5625,23.4375,2.0625
1409,18.0,318.8333333333333,307.0,327.0,188.24113135308457,183.4862385321101,195.43973941368077,3.3264741653118075,4.352941176470588,1.0,14.0,5.586222547745585,5.477225575051661,3.4267545956522083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1410,37.0,208.27027027027026,68.0,257.0,313.8392714956459,233.46303501945525,882.3529411764706,142.2237899099634,33.97222222222222,0.0,157.0,41.45187882663774,53.45273093532681,41.85381778872823,8.0,22.22222222222222,19.0,52.77777777777778,210.9375,226.5625,15.625,1.6818181818181819
1411,32.0,244.4375,231.0,258.0,245.6448945071293,232.5581395348837,259.7402597402597,6.821692920967809,7.225806451612903,0.0,16.0,6.786787448488994,8.257938507103136,4.063739471794871,0.0,0.0,0.0,0.0,226.5625,257.8125,31.25,2.4615384615384617
1412,25.0,302.24,171.0,354.0,210.41522303202336,169.4915254237288,350.87719298245617,62.81573774322324,59.666666666666664,0.0,178.0,60.01547022782264,92.89599919623377,72.73218692224752,8.0,33.33333333333333,11.0,45.83333333333333,296.875,320.3125,23.4375,2.7777777777777777
1413,25.0,304.92,294.0,318.0,196.85716976569987,188.67924528301887,204.08163265306123,4.150815160415989,7.5,1.0,19.0,6.447997105044842,8.72257607208635,4.549247429401158,0.0,0.0,0.0,0.0,289.0625,312.5,23.4375,2.0833333333333335
1414,29.0,268.0344827586207,158.0,493.0,257.9196693827732,121.70385395537525,379.746835443038,87.05299045963636,167.75,24.0,335.0,112.3684890879177,190.94679513264572,92.89126458950291,23.0,82.14285714285714,28.0,100.0,148.4375,164.0625,15.625,5.8
1415,22.0,360.6818181818182,183.0,440.0,176.88745119767964,136.36363636363637,327.8688524590164,56.36453010791227,69.19047619047619,1.0,243.0,71.46853211204972,115.76639038536678,95.10658181620188,7.0,33.33333333333333,9.0,42.857142857142854,359.375,390.625,31.25,3.142857142857143
1416,43.0,383.27906976744185,202.0,674.0,165.8434227651313,89.02077151335311,297.029702970297,35.96568641248499,93.83333333333333,0.0,388.0,109.88247522247953,161.42335642650974,132.9421140611842,12.0,28.57142857142857,23.0,54.761904761904766,304.6875,390.625,85.9375,6.142857142857143
1417,63.0,246.20634920634922,203.0,274.0,244.20737543337694,218.97810218978103,295.5665024630542,11.808782423600753,7.919354838709677,0.0,63.0,10.851131545215546,16.225726287238643,14.27745946438901,3.0,4.838709677419355,6.0,9.67741935483871,234.375,257.8125,23.4375,1.7027027027027026
1418,28.0,284.0357142857143,258.0,301.0,211.4627827532509,199.33554817275748,232.5581395348837,7.071947886296531,5.703703703703703,0.0,14.0,9.24755079830307,7.013215039137555,4.158539081630386,0.0,0.0,0.0,0.0,257.8125,296.875,39.0625,2.5454545454545454
1419,31.0,254.48387096774192,204.0,303.0,238.89302323596132,198.01980198019803,294.11764705882354,28.622318790455974,41.56666666666667,0.0,94.0,28.793368412121026,50.48795235829369,29.14728748642131,12.0,40.0,21.0,70.0,242.1875,281.25,39.0625,3.875
1420,21.0,385.9047619047619,283.0,998.0,177.5561046610409,60.120240480961925,212.01413427561837,44.3278751185994,165.85,1.0,678.0,207.2956595691055,311.08527769728994,270.0250037155429,6.0,30.0,6.0,30.0,273.4375,343.75,70.3125,4.2
1421,37.0,226.8108108108108,179.0,722.0,283.20682519934155,83.10249307479225,335.195530726257,54.34328785252432,39.583333333333336,0.0,484.0,91.41080590080931,121.42544580477721,116.42075784473685,4.0,11.11111111111111,5.0,13.88888888888889,171.875,187.5,15.625,2.3125
1422,25.0,294.64,275.0,321.0,204.03887475375194,186.9158878504673,218.1818181818182,9.187004763730998,6.916666666666667,0.0,22.0,13.394277385012849,9.137833441248533,6.100011879294681,0.0,0.0,1.0,4.166666666666666,265.625,320.3125,54.6875,3.5714285714285716
1423,24.0,320.125,299.0,334.0,187.61069708831778,179.64071856287424,200.66889632107024,6.048450074169634,5.739130434782608,1.0,14.0,10.160933284762345,6.7502012852436,3.63339800017394,0.0,0.0,0.0,0.0,289.0625,328.125,39.0625,3.4285714285714284
1424,27.0,308.18518518518516,243.0,597.0,204.3657679358128,100.50251256281408,246.91358024691357,36.81719925968799,56.07692307692308,0.0,326.0,87.57328229591359,123.44696774791127,112.15308219640619,4.0,15.384615384615385,6.0,23.076923076923077,234.375,289.0625,54.6875,5.4
1425,32.0,240.75,209.0,285.0,250.60344400869315,210.52631578947367,287.08133971291863,18.79462866235825,16.258064516129032,1.0,45.0,18.340858670580108,20.619439621933974,12.891774488501015,0.0,0.0,8.0,25.806451612903224,203.125,273.4375,70.3125,4.571428571428571
1426,30.0,272.6333333333333,266.0,279.0,220.1099788412156,215.05376344086022,225.5639097744361,2.7867919604105014,2.9310344827586206,0.0,7.0,3.4589547288294993,3.653057293036464,2.218928867764139,0.0,0.0,0.0,0.0,257.8125,273.4375,15.625,1.5789473684210527
1427,11.0,306.27272727272725,244.0,341.0,197.7261858416776,175.95307917888562,245.9016393442623,21.00970574089376,27.1,5.0,68.0,29.35333340215693,34.355494465951146,22.25833177336822,2.0,20.0,5.0,50.0,289.0625,335.9375,46.875,3.6666666666666665
1428,26.0,297.53846153846155,268.0,538.0,208.219486310455,111.52416356877323,223.88059701492537,28.689266292629064,45.0,0.0,268.0,70.93728541140027,105.86274132101435,97.79826174324367,4.0,16.0,4.0,16.0,265.625,281.25,15.625,1.5294117647058822
1429,54.0,202.25925925925927,195.0,402.0,299.4724131024924,149.2537313432836,307.6923076923077,21.011036853676142,8.584905660377359,0.0,202.0,27.75375900780994,39.25941781015675,38.675888912396125,2.0,3.7735849056603774,2.0,3.7735849056603774,187.5,203.125,15.625,1.0384615384615385
1430,29.0,272.58620689655174,113.0,523.0,235.81199292998664,114.72275334608031,530.9734513274336,71.17936970053013,48.92857142857143,0.0,263.0,77.12398054032374,105.42566778812183,95.09758285335259,6.0,21.428571428571427,7.0,25.0,250.0,273.4375,23.4375,1.6111111111111112
1431,19.0,345.5263157894737,285.0,608.0,185.29071842555487,98.6842105263158,210.52631578947367,37.89425512685092,85.83333333333333,0.0,302.0,112.18504971749559,155.5308115240621,133.46171515369008,5.0,27.77777777777778,5.0,27.77777777777778,281.25,304.6875,23.4375,2.111111111111111
1432,41.0,195.58536585365854,94.0,214.0,313.5059385630535,280.3738317757009,638.2978723404256,61.27878865930421,12.7,0.0,104.0,22.64506084089431,28.694076043671455,26.05831724106331,4.0,10.0,6.0,15.0,171.875,210.9375,39.0625,2.7333333333333334
1433,24.0,333.0833333333333,262.0,773.0,191.58010132015764,77.61966364812419,229.00763358778627,36.508458270669216,72.34782608695652,1.0,462.0,113.73191845459355,151.06577893493082,135.59518920658056,5.0,21.73913043478261,6.0,26.08695652173913,289.0625,320.3125,31.25,3.4285714285714284
1434,25.0,300.16,265.0,559.0,203.77164331648817,107.3345259391771,226.41509433962264,22.33208323622206,28.208333333333332,0.0,271.0,55.53503398756501,78.64503586792155,74.99100187568399,3.0,12.5,4.0,16.666666666666664,281.25,304.6875,23.4375,2.7777777777777777
1435,47.0,170.7659574468085,142.0,449.0,377.13302709856634,133.630289532294,422.53521126760563,73.91432771385341,46.869565217391305,0.0,304.0,62.456319611304785,93.76891113611256,82.112283205012,12.0,26.08695652173913,12.0,26.08695652173913,132.8125,164.0625,31.25,2.1363636363636362
1436,19.0,292.0,157.0,569.0,214.93951966337724,105.4481546572935,382.1656050955414,47.255186332508366,40.888888888888886,0.0,287.0,73.11482597789437,99.96054777316455,93.85965047307658,3.0,16.666666666666664,3.0,16.666666666666664,273.4375,289.0625,15.625,1.3571428571428572
1437,36.0,225.22222222222223,209.0,244.0,266.8422283567828,245.9016393442623,287.08133971291863,10.990491889684803,6.8,0.0,14.0,9.255457420543408,7.863114613724731,4.005878034030668,0.0,0.0,0.0,0.0,195.3125,242.1875,46.875,3.6
1438,76.0,215.47368421052633,183.0,250.0,279.0275339405569,240.0,327.8688524590164,12.684347579682981,5.6,0.0,67.0,9.881259952334723,11.850175807415967,10.513826160848415,1.0,1.3333333333333335,6.0,8.0,187.5,234.375,46.875,3.04
1439,25.0,315.56,136.0,343.0,198.3928873927559,174.9271137026239,441.1764705882353,57.91561114818636,15.416666666666666,0.0,184.0,47.476380092280266,39.667366940597404,37.33504783847811,1.0,4.166666666666666,3.0,12.5,304.6875,335.9375,31.25,2.272727272727273
1440,71.0,225.40845070422534,203.0,456.0,268.34812490474576,131.57894736842104,295.5665024630542,17.8499605753582,8.528571428571428,0.0,239.0,28.297691710399647,39.16102289631508,38.49702470286613,2.0,2.857142857142857,2.0,2.857142857142857,210.9375,226.5625,15.625,1.4791666666666667
1441,33.0,236.87878787878788,214.0,259.0,254.06055038028407,231.66023166023166,280.3738317757009,14.247430376057045,8.5625,0.0,21.0,13.157121588130456,10.231690964840562,5.690611963236382,0.0,0.0,1.0,3.125,195.3125,257.8125,62.5,4.125
1442,27.0,289.962962962963,242.0,311.0,207.84854272450104,192.92604501607718,247.93388429752065,14.823044024447126,7.269230769230769,0.0,42.0,18.85058962856943,11.154509264108258,8.628129309683263,0.0,0.0,1.0,3.8461538461538463,265.625,304.6875,39.0625,4.5
1443,26.0,289.7307692307692,233.0,325.0,208.2568109326811,184.6153846153846,257.51072961373393,16.47402329786782,14.36,0.0,52.0,21.478468646172505,18.98315042346765,12.671753364603232,1.0,4.0,4.0,16.0,250.0,312.5,62.5,4.333333333333333
1444,40.0,247.35,208.0,497.0,246.7744955563613,120.72434607645876,288.46153846153845,26.04037444744231,19.615384615384617,1.0,271.0,43.12150394599083,60.66532824671808,58.15705387121804,2.0,5.128205128205128,2.0,5.128205128205128,218.75,273.4375,54.6875,4.0
1445,49.0,330.8775510204082,151.0,424.0,192.0468794403507,141.50943396226415,397.35099337748346,55.08384205643237,88.4375,0.0,239.0,67.90331136165268,113.54395257637752,71.96479820614427,26.0,54.166666666666664,37.0,77.08333333333334,320.3125,421.875,101.5625,8.166666666666666
1446,32.0,239.21875,215.0,436.0,254.34595663386838,137.61467889908258,279.06976744186045,23.88540039765823,18.612903225806452,0.0,221.0,37.24351805478067,55.613006137169954,53.27205485014623,2.0,6.451612903225806,2.0,6.451612903225806,210.9375,250.0,39.0625,2.909090909090909
1447,29.0,276.0,262.0,534.0,221.03256107844666,112.35955056179775,229.00763358778627,20.977105493506745,20.857142857142858,0.0,267.0,49.66530838666822,71.136689348244,69.25835384067092,2.0,7.142857142857142,2.0,7.142857142857142,250.0,273.4375,23.4375,1.3181818181818181
1448,36.0,223.86111111111111,149.0,324.0,270.7039293420766,185.1851851851852,402.6845637583893,28.751110765798543,17.542857142857144,0.0,175.0,22.756038793852095,38.44922440235768,34.71340041060839,3.0,8.571428571428571,8.0,22.857142857142858,210.9375,242.1875,31.25,2.5714285714285716
1449,52.0,245.3846153846154,233.0,258.0,244.67549152517117,232.5581395348837,257.51072961373393,6.3428179616671665,6.901960784313726,0.0,21.0,6.368284917491279,8.469090281492955,4.95683327119557,0.0,0.0,1.0,1.9607843137254901,226.5625,257.8125,31.25,3.0588235294117645
1450,43.0,189.48837209302326,102.0,259.0,327.99110017991,231.66023166023166,588.2352941176471,73.51067760664066,23.904761904761905,0.0,155.0,31.343999268503765,44.12806039569057,37.5420476615868,4.0,9.523809523809524,16.0,38.095238095238095,171.875,203.125,31.25,3.0714285714285716
1451,27.0,296.3333333333333,280.0,319.0,202.6425385309985,188.08777429467085,214.28571428571428,5.903428765559847,6.730769230769231,0.0,20.0,8.757414441049807,8.785915301908373,5.758872752945266,0.0,0.0,0.0,0.0,273.4375,304.6875,31.25,2.4545454545454546
1452,31.0,249.29032258064515,214.0,280.0,241.3609920643565,214.28571428571428,280.3738317757009,13.262270803730285,7.133333333333334,1.0,18.0,13.211594777283315,8.465616732800196,4.6366853003748965,0.0,0.0,0.0,0.0,218.75,273.4375,54.6875,3.875
1453,44.0,181.1818181818182,170.0,194.0,331.4317130234303,309.2783505154639,352.94117647058823,9.630066004388926,2.7674418604651163,0.0,8.0,5.253006790236082,3.4875192755989777,2.1473927635770598,0.0,0.0,0.0,0.0,164.0625,187.5,23.4375,1.9130434782608696
1454,69.0,236.231884057971,191.0,633.0,272.68883256674235,94.7867298578199,314.13612565445027,52.07844138408669,60.588235294117645,0.0,420.0,89.25115667853805,130.79687889782295,116.77944964558576,14.0,20.588235294117645,15.0,22.058823529411764,179.6875,234.375,54.6875,3.6315789473684212
1455,17.0,231.7058823529412,228.0,237.0,258.9800380957881,253.16455696202533,263.1578947368421,2.923327711343644,2.5,0.0,5.0,2.616407505587407,3.1622776601683795,2.0,0.0,0.0,0.0,0.0,218.75,234.375,15.625,1.0625
1456,37.0,203.0,137.0,276.0,304.6867256235817,217.3913043478261,437.95620437956205,57.56888483727644,35.611111111111114,1.0,139.0,34.19795315512319,55.87038571551122,43.6612137634948,12.0,33.33333333333333,15.0,41.66666666666667,187.5,203.125,15.625,2.0555555555555554
1457,28.0,290.75,235.0,824.0,216.70615014326225,72.81553398058253,255.31914893617022,30.68364631858366,53.51851851851852,1.0,563.0,105.46989214059218,152.47598475145494,145.49474491444974,2.0,7.4074074074074066,7.0,25.925925925925924,265.625,289.0625,23.4375,2.8
1458,34.0,219.7941176470588,200.0,232.0,273.44439802890867,258.62068965517244,300.0,11.539485964552957,7.2727272727272725,0.0,16.0,9.06802377910794,8.876253645985946,5.167644091319124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6153846153846154
1459,22.0,351.8181818181818,285.0,378.0,171.08155919101878,158.73015873015873,210.52631578947367,10.501394018951814,17.238095238095237,0.0,82.0,19.000341760425968,26.302272217615034,20.35658311678255,1.0,4.761904761904762,8.0,38.095238095238095,343.75,367.1875,23.4375,2.2
1460,40.0,197.7,192.0,206.0,303.56868418100186,291.2621359223301,312.5,4.922652627114213,1.1538461538461537,0.0,4.0,3.2360152768172883,1.5607361839521232,1.0647080533490845,0.0,0.0,0.0,0.0,179.6875,203.125,23.4375,1.4285714285714286
1461,37.0,223.24324324324326,134.0,272.0,271.42933834711073,220.58823529411765,447.76119402985074,32.818528268614,12.5,0.0,138.0,19.233081173109298,32.18781688085657,30.082268151568243,3.0,8.333333333333332,6.0,16.666666666666664,210.9375,234.375,23.4375,1.48
1462,16.0,302.3125,179.0,431.0,207.01202826643623,139.21113689095128,335.195530726257,46.671544823025016,67.2,5.0,165.0,61.82094440128415,78.30623644810589,41.61078156989055,9.0,60.0,13.0,86.66666666666667,234.375,367.1875,132.8125,8.0
1463,28.0,275.17857142857144,268.0,281.0,218.07781778518125,213.52313167259786,223.88059701492537,2.9209107823570686,4.111111111111111,0.0,9.0,3.6722540401570445,4.864839839775475,2.650592580092426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
1464,56.0,303.32142857142856,262.0,342.0,198.45290675683867,175.43859649122808,229.00763358778627,11.455480389358891,9.054545454545455,0.0,42.0,17.384535596963122,12.322927633259292,8.435854216594569,0.0,0.0,4.0,7.2727272727272725,265.625,328.125,62.5,4.3076923076923075
1465,30.0,265.73333333333335,211.0,306.0,226.7685122933446,196.07843137254903,284.3601895734597,15.981311242710964,15.655172413793103,0.0,66.0,16.972459097493562,24.58202314841001,19.287812328864504,4.0,13.793103448275861,7.0,24.137931034482758,250.0,289.0625,39.0625,3.0
1466,20.0,389.7,357.0,426.0,154.24552696829514,140.8450704225352,168.0672268907563,6.725931428289208,20.31578947368421,1.0,51.0,17.16207569337879,25.67202040313437,16.124696832908718,2.0,10.526315789473683,9.0,47.368421052631575,359.375,414.0625,54.6875,4.0
1467,81.0,195.59259259259258,112.0,387.0,316.66979061544527,155.03875968992247,535.7142857142857,53.28531371328232,26.7625,0.0,250.0,41.87206042750278,60.40602205078564,54.495672514290625,14.0,17.5,19.0,23.75,171.875,195.3125,23.4375,2.189189189189189
1468,98.0,171.8265306122449,163.0,333.0,354.2842079767455,180.18018018018017,368.09815950920245,31.04142358726575,9.350515463917526,0.0,166.0,28.51696023121943,37.57096378305498,36.5778397271699,5.0,5.154639175257731,5.0,5.154639175257731,156.25,171.875,15.625,1.065217391304348
1469,32.0,244.84375,233.0,255.0,245.1794047058507,235.2941176470588,257.51072961373393,5.644661478414768,3.838709677419355,0.0,11.0,5.605926443534787,4.829345778173405,2.9787779842697057,0.0,0.0,0.0,0.0,226.5625,250.0,23.4375,2.2857142857142856
1470,40.0,194.7,108.0,535.0,376.41840819824057,112.14953271028037,555.5555555555555,129.04019678985745,113.58974358974359,3.0,412.0,112.65062850496709,164.71389336260214,120.84063405744861,22.0,56.41025641025641,24.0,61.53846153846154,109.375,140.625,31.25,3.3333333333333335
1471,37.0,216.05405405405406,210.0,226.0,277.7989964822313,265.4867256637168,285.7142857142857,5.063775681622207,1.9166666666666667,0.0,4.0,3.978734765013914,2.3154073315749675,1.3174650984805198,0.0,0.0,0.0,0.0,203.125,218.75,15.625,1.48
1472,8.0,428.375,399.0,453.0,140.3052278366554,132.4503311258278,150.37593984962405,6.25559854727423,30.714285714285715,16.0,42.0,18.875059129519492,31.76476034853718,8.750510189207745,0.0,0.0,6.0,85.71428571428571,0.0,0.0,0.0,4.0
1473,21.0,380.2857142857143,243.0,531.0,179.92923988419275,112.99435028248588,246.91358024691357,63.64919633086618,271.55,264.0,281.0,139.0234307076123,271.59132902211735,4.860961568292949,20.0,100.0,20.0,100.0,234.375,257.8125,23.4375,2.625
1474,32.0,235.5625,162.0,379.0,269.7243042959168,158.31134564643799,370.3703703703704,63.72593601880275,55.225806451612904,2.0,204.0,59.48485169053682,81.59182438487089,61.053915887199985,13.0,41.935483870967744,18.0,58.06451612903226,210.9375,234.375,23.4375,5.333333333333333
1475,48.0,262.5416666666667,147.0,682.0,249.75987407367947,87.97653958944281,408.16326530612247,55.6925182664349,81.68085106382979,0.0,453.0,108.93350662329854,161.04822853696223,140.2981462555304,14.0,29.78723404255319,14.0,29.78723404255319,210.9375,234.375,23.4375,2.0869565217391304
1476,29.0,268.48275862068965,235.0,508.0,230.58216223911776,118.11023622047244,255.31914893617022,31.312069341100372,28.5,0.0,254.0,63.59392417612099,81.870978636249,78.15867052207182,3.0,10.714285714285714,3.0,10.714285714285714,226.5625,265.625,39.0625,2.9
1477,35.0,228.4857142857143,212.0,425.0,265.82017782616003,141.1764705882353,283.0188679245283,22.139467982911217,8.205882352941176,0.0,213.0,34.386532442882036,36.62087158020843,36.226375300044566,1.0,2.941176470588235,1.0,2.941176470588235,210.9375,226.5625,15.625,1.206896551724138
1478,28.0,270.9642857142857,237.0,303.0,222.558136790042,198.01980198019803,253.16455696202533,16.129311238941863,11.296296296296296,1.0,39.0,19.676046996203922,14.972814871799663,10.014661616522412,0.0,0.0,3.0,11.11111111111111,250.0,281.25,31.25,3.5
1479,32.0,244.65625,187.0,638.0,262.7136528845376,94.04388714733543,320.85561497326205,50.09782051122398,44.45161290322581,0.0,425.0,91.93427153275357,106.64381475644262,98.54029250672959,5.0,16.129032258064516,5.0,16.129032258064516,179.6875,242.1875,62.5,4.571428571428571
1480,36.0,225.13888888888889,211.0,251.0,266.9538696397061,239.0438247011952,284.3601895734597,11.044064570714745,3.085714285714286,0.0,11.0,9.484281064033652,3.9424430424366492,2.4896424096104828,0.0,0.0,0.0,0.0,203.125,250.0,46.875,3.272727272727273
1481,52.0,237.71153846153845,220.0,449.0,254.8183500715098,133.630289532294,272.72727272727275,19.341158090719535,12.411764705882353,0.0,226.0,30.952421767496666,44.403894900705964,43.058182251733875,2.0,3.9215686274509802,2.0,3.9215686274509802,210.9375,250.0,39.0625,2.4761904761904763
1482,25.0,303.4,276.0,560.0,204.91111591620873,107.14285714285714,217.3913043478261,29.49510703383282,47.875,0.0,281.0,76.75447869668584,114.02284127898818,105.71097285811297,4.0,16.666666666666664,4.0,16.666666666666664,265.625,289.0625,23.4375,1.5625
1483,28.0,281.10714285714283,264.0,305.0,213.69946820882143,196.72131147540983,227.27272727272728,7.506423994245368,6.518518518518518,0.0,14.0,10.0197556180529,7.323225357015147,3.4010221356162282,0.0,0.0,0.0,0.0,257.8125,296.875,39.0625,3.111111111111111
1484,82.0,199.15853658536585,184.0,400.0,303.6580702631293,150.0,326.0869565217391,20.973037747021387,8.506172839506172,0.0,204.0,23.839726939460274,31.059679710256248,30.058328070931577,2.0,2.4691358024691357,2.0,2.4691358024691357,179.6875,210.9375,31.25,2.1578947368421053
1485,32.0,252.6875,238.0,266.0,237.6551938133946,225.5639097744361,252.10084033613447,7.173207065180745,7.290322580645161,1.0,17.0,7.558108228915487,8.489082172357167,4.421112592904617,0.0,0.0,0.0,0.0,226.5625,265.625,39.0625,2.6666666666666665
1486,18.0,274.94444444444446,259.0,293.0,218.44491784756133,204.77815699658703,231.66023166023166,7.094743841134336,5.235294117647059,0.0,14.0,8.993279989376527,6.9493969268605476,4.710751157786647,0.0,0.0,0.0,0.0,250.0,289.0625,39.0625,2.5714285714285716
